indicatorId,geoUnit,year,value,qualifier,magnitude
EA.6T8.AG25T99,DEU,2013,1.2363359927072,UIS_EST,
EA.6T8.AG25T99,DEU,2014,24.18000030517578,,
EA.6T8.AG25T99,DEU,2015,24.73999977111816,,
EA.6T8.AG25T99,DEU,2016,25.57999992370605,,
EA.6T8.AG25T99,DEU,2017,25.8552466017435,UIS_EST,
EA.6T8.AG25T99,DEU,2018,25.14999961853027,,
EA.6T8.AG25T99,DEU,2019,27.0112817257519,UIS_EST,
EA.6T8.AG25T99,DEU,2020,28.35000038146973,,
EA.6T8.AG25T99,DEU,2021,29.0407460609384,UIS_EST,
EA.6T8.AG25T99,DEU,2022,29.2060976513154,UIS_EST,
EA.6T8.AG25T99,DEU,2023,30.52945416013232,UIS_EST,
EA.6T8.AG25T99,DJI,2017,7.06433674213233,UIS_EST,
EA.6T8.AG25T99,DMA,2001,5.03000020980835,,
EA.6T8.AG25T99,DNK,2010,0.534815630322576,UIS_EST,
EA.6T8.AG25T99,DNK,2011,0.570325357640207,UIS_EST,
EA.6T8.AG25T99,DNK,2012,0.601769836873305,UIS_EST,
EA.6T8.AG25T99,DNK,2013,0.678235472115144,UIS_EST,
EA.6T8.AG25T99,DNK,2014,28.97999954223633,,
EA.6T8.AG25T99,DNK,2015,30.3799991607666,,
EA.6T8.AG25T99,DNK,2016,30.97999954223633,,
EA.6T8.AG25T99,DNK,2017,29.7281119169291,UIS_EST,
EA.6T8.AG25T99,DNK,2018,32.36000061035156,,
EA.6T8.AG25T99,DNK,2019,31.1208860786063,UIS_EST,
EA.6T8.AG25T99,DNK,2020,33.09000015258789,,
EA.6T8.AG25T99,DNK,2021,32.45201906024,UIS_EST,
EA.6T8.AG25T99,DNK,2022,32.7245712371239,UIS_EST,
EA.6T8.AG25T99,DNK,2023,33.62156693647047,UIS_EST,
EA.6T8.AG25T99,DOM,2015,11.7423169416033,UIS_EST,
EA.6T8.AG25T99,DOM,2016,18.1200008392334,,
EA.6T8.AG25T99,DOM,2017,11.724319362773,UIS_EST,
EA.6T8.AG25T99,DOM,2018,12.7266601463243,UIS_EST,
EA.6T8.AG25T99,DOM,2019,14.36085987091064,,
EA.6T8.AG25T99,DOM,2020,12.8589017550039,UIS_EST,
EA.6T8.AG25T99,DOM,2021,12.9000815898119,UIS_EST,
EA.6T8.AG25T99,DOM,2022,17.6953074742348,UIS_EST,
EA.6T8.AG25T99,DOM,2023,18.7137384761605,UIS_EST,
EA.6T8.AG25T99,DZA,2011,2.349999904632568,,
EA.6T8.AG25T99,DZA,2019,11.4359302520752,,
EA.6T8.AG25T99,ECU,2007,10.17000007629395,,
EA.6T8.AG25T99,ECU,2008,9.779999732971191,,
EA.6T8.AG25T99,ECU,2009,9.970000267028809,,
EA.6T8.AG25T99,ECU,2010,10.27000045776367,,
EA.6T8.AG25T99,ECU,2011,9.619999885559082,,
EA.6T8.AG25T99,ECU,2012,10.94999980926514,,
EA.6T8.AG25T99,ECU,2013,11.52000045776367,,
EA.6T8.AG25T99,ECU,2014,10.43000030517578,,
EA.6T8.AG25T99,ECU,2015,12.07999992370605,,
EA.6T8.AG25T99,ECU,2016,11.72000026702881,,
EA.6T8.AG25T99,ECU,2017,12.15999984741211,,
EA.6T8.AG25T99,ECU,2020,11.9399995803833,,
EA.6T8.AG25T99,ECU,2021,12.39999961853027,,
EA.6T8.AG25T99,ECU,2022,12.13000011444092,,
EA.6T8.AG25T99,EGY,2020,0,UIS_EST,NIL
EA.6T8.AG25T99,EGY,2021,17.77300071716309,,
EA.6T8.AG25T99,EGY,2023,18.05229084530897,UIS_EST,
EA.6T8.AG25T99,ESP,2010,0.506335856740785,UIS_EST,
EA.6T8.AG25T99,ESP,2011,0.565749105199291,UIS_EST,
EA.6T8.AG25T99,ESP,2012,0.582100200971526,UIS_EST,
EA.6T8.AG25T99,ESP,2013,0.56847159773396,UIS_EST,
EA.6T8.AG25T99,ESP,2014,20.37528005231,UIS_EST,
EA.6T8.AG25T99,ESP,2015,20.4723043486601,UIS_EST,
EA.6T8.AG25T99,ESP,2016,20.94000053405762,,
EA.6T8.AG25T99,ESP,2017,21.428261014924,UIS_EST,
EA.6T8.AG25T99,ESP,2018,21.94000053405762,,
EA.6T8.AG25T99,ESP,2019,23.0202729798723,UIS_EST,
EA.6T8.AG25T99,ESP,2020,23.57999992370605,,
EA.6T8.AG25T99,ESP,2021,24.6002033358869,UIS_EST,
